url,doi,publisher,pages,number,volume,month,year,journal,author,title,ENTRYTYPE,ID,place,issn,copyright,keywords,numpages,issue,abstract,day,primaryclass,archiveprefix,eprint,note
https://arxiv.org/abs/2302.01917,10.48550/ARXIV.2302.01917,arXiv,,,,1,2023,,"Iqbal, Mohsin and Tantivasadakarn, Nathanan and Gatterman, Thomas M. and Gerber, Justin A. and Gilmore, Kevin and Gresh, Dan and Hankin, Aaron and Hewitt, Nathan and Horst, Chandler V. and Matheny, Mitchell and Mengle, Tanner and Neyenhuis, Brian and Vishwanath, Ashvin and Foss-Feig, Michael and Verresen, Ruben and Dreyer, Henrik",Topological Order from Measurements and Feed-Forward on a Trapped Ion Quantum Computer,article,https://doi.org/10.48550/arxiv.2302.01917,,,"arXiv.org perpetual, non-exclusive license","Quantum Physics (quant-ph), Strongly Correlated Electrons (cond-mat.str-el), FOS: Physical sciences, FOS: Physical sciences",,,,,,,,
https://arxiv.org/abs/2302.03888,10.48550/ARXIV.2302.03888,arXiv,,,,1,2023,,"Moosa, Mudassir and Watts, Thomas W. and Chen, Yiyou and Sarma, Abhijat and McMahon, Peter L.",Linear-depth quantum circuits for loading Fourier approximations of arbitrary functions,article,https://doi.org/10.48550/arxiv.2302.03888,,,Creative Commons Attribution 4.0 International,"Quantum Physics (quant-ph), FOS: Physical sciences, FOS: Physical sciences",,,,,,,,
https://arxiv.org/abs/2303.02064,,,,,,3,2023,,Ruslan Shaydulin and Marco Pistoia,QAOA with $N\cdot p\geq 200$,article,shaydulin2023qaoa,,,,,,,,,quant-ph,arXiv,2303.02064,
https://arxiv.org/abs/2303.02209,,,,,,3,2023,,Timo Eckstein and Refik Mansuroglu and Piotr Czarnik and Jian-Xin Zhu and Michael J. Hartmann and Lukasz Cincio and Andrew T. Sornborger and Zoë Holmes,Large-scale simulations of Floquet physics on near-term quantum computers,article,eckstein2023largescale,,,,,,,,,quant-ph,arXiv,2303.02209,
https://arxiv.org/abs/2303.13476,,,,,,3,2023,,Alessandro Summer and Cecilia Chiaracane and Mark T. Mitchison and John Goold,Calculating the many-body density of states on a digital quantum computer,article,summer2023calculating,,,,,,,,,quant-ph,arXiv,2303.13476,
https://link.aps.org/doi/10.1103/PhysRevD.107.054512,10.1103/PhysRevD.107.054512,American Physical Society,054512,,107,3,2023,Phys. Rev. D,"Farrell, Roland C. and Chernyshev, Ivan A. and Powell, Sarah J. M. and Zemlevskiy, Nikita A. and Illa, Marc and Savage, Martin J.",Preparations for quantum simulations of quantum chromodynamics in $1+1$ dimensions. I. Axial gauge,article,PhysRevD.107.054512,,,,,43,5,,,,,,
https://arxiv.org/abs/2305.01650,https://doi.org/10.48550/arXiv.2305.01650,,,,,5,2023,,Reza Haghshenas and Eli Chertkov and Matthew DeCross and Thomas M. Gatterman and Justin A. Gerber and Kevin Gilmore and Dan Gresh and Nathan Hewitt and Chandler V. Horst and Mitchell Matheny and Tanner Mengle and Brian Neyenhuis and David Hayes and Michael Foss-Feig,Probing critical states of matter on a digital quantum computer,article,haghshenas2023probing,,,,,,,,,quant-ph,arXiv,2305.01650,
https://arxiv.org/abs/2305.03857,https://doi.org/10.48550/arXiv.2305.03857,,,,,5,2023,,Zichang He and Ruslan Shaydulin and Shouvanik Chakrabarti and Dylan Herman and Changhao Li and Yue Sun and Marco Pistoia,Alignment between Initial State and Mixer Improves QAOA Performance for Constrained Portfolio Optimization,article,he2023alignment,,,,,,,,,quant-ph,arXiv,2305.03857,
https://arxiv.org/abs/2210.05526,https://doi.org/10.48550/arXiv.2210.05526,,,,,5,2023,,Sebastian Leontica and David Amaro,Exploring the neighborhood of 1-layer QAOA with Instantaneous Quantum Polynomial circuits,article,leontica2023exploring,,,,,,,,,quant-ph,arXiv,2210.05526,
https://link.aps.org/doi/10.1103/PhysRevLett.130.221003,10.1103/PhysRevLett.130.221003,American Physical Society,221003,,130,May,2023,Phys. Rev. Lett.,"Illa, Marc and Savage, Martin J.",Multi-Neutrino Entanglement and Correlations in Dense Neutrino Systems,article,PhysRevLett.130.221003,,,,,7,22,,,,,,
https://arxiv.org/abs/2305.09518,https://doi.org/10.48550/arXiv.2305.09518,,,,,6,2023,,Olivier Ezratty,Where are we heading with NISQ?,article,ezratty2023heading,,,,,,,,,quant-ph,arXiv,2305.09518,
https://arxiv.org/abs/2305.19383,https://doi.org/10.48550/arXiv.2305.19383,,,,,6,2023,,Srinjoy Ganguly and Sai Nandan Morapakula and Luis Miguel Pozo Coronado,Quantum Natural Language Processing based Sentiment Analysis using lambeq Toolkit,article,ganguly2023quantum,,,,,,,,,quant-ph,arXiv,2305.19383,
https://arxiv.org/abs/2306.00494,https://doi.org/10.48550/arXiv.2306.00494,,,,,1,2023,,Moises Ponce and Rebekah Herrman and Phillip C. Lotshaw and Sarah Powers and George Siopsis and Travis Humble and James Ostrowski,Graph decomposition techniques for solving combinatorial optimization problems with variational quantum algorithms,article,ponce2023graph,,,,,,,,,quant-ph,arXiv,2306.00494,
https://arxiv.org/abs/2306.03238,https://doi.org/10.48550/arXiv.2306.03238,,,,,6,2023,,Elijah Pelofske and Andreas Bärtschi and John Golden and Stephan Eidenbenz,High-Round QAOA for MAX $k$-SAT on Trapped Ion NISQ Devices,article,pelofske2023highround,,,,,,,,,quant-ph,arXiv,2306.03238,
https://arxiv.org/abs/2306.13727,https://doi.org/10.48550/arXiv.2306.13727,,,,,6,2023,,Madjid Tehrani and Eldar Sultanow and William J Buchanan and Malik Amir and Anja Jeschke and Raymond Chow and Mouad Lemoudden,Enabling Quantum Cybersecurity Analytics in Botnet Detection: Stable Architecture and Speed-up through Tree Algorithms,article,tehrani2023enabling,,,,,,,,,quant-ph,arXiv,2306.13727,
https://arxiv.org/abs/2306.16608,https://doi.org/10.48550/arXiv.2306.16608,,,,,6,2023,,Kentaro Yamamoto and Samuel Duffield and Yuta Kikuchi and David Muñoz Ramo,Demonstrating Bayesian Quantum Phase Estimation with Quantum Error Detection,article,yamamoto2023demonstrating,,,,,,,,,quant-ph,arXiv,2306.16608,
 https://doi.org/10.1021/acs.jpclett.3c01106,10.1021/acs.jpclett.3c01106,,5511-5516,24,14,6,2023,The Journal of Physical Chemistry Letters,"Claudino, Daniel and Peng, Bo and Kowalski, Karol and Humble, Travis S.",Modeling Singlet Fission on a Quantum Computer,article,doi:10.1021/acs.jpclett.3c01106,,,,,,,,,,, https://doi.org/10.1021/acs.jpclett.3c01106,PMID: 37289995
https://link.aps.org/doi/10.1103/PhysRevApplied.20.014024,10.1103/PhysRevApplied.20.014024,American Physical Society,014024,,20,7,2023,Phys. Rev. Appl.,"Chandarana, Pranav and Hegade, Narendra N. and Montalban, Iraitz and Solano, Enrique and Chen, Xi",Digitized Counterdiabatic Quantum Algorithm for Protein Folding,article,PhysRevApplied.20.014024,,,,,16,1,,,,,,
https://arxiv.org/abs/2209.15024,,,,,,7,2023,,Dylan Herman and Ruslan Shaydulin and Yue Sun and Shouvanik Chakrabarti and Shaohan Hu and Pierre Minssen and Arthur Rattew and Romina Yalovetzky and Marco Pistoia,Constrained Optimization via Quantum Zeno Dynamics,article,herman2023constrained,,,,,,,,,quant-ph,arXiv,2209.15024,
https://doi.org/10.1038/s42005-023-01331-9,10.1038/s42005-023-01331-9,,219,1,6,Aug,2023,Communications Physics,"Herman, Dylan and Shaydulin, Ruslan and Sun, Yue and Chakrabarti, Shouvanik and Hu, Shaohan and Minssen, Pierre and Rattew, Arthur and Yalovetzky, Romina and Pistoia, Marco",Constrained optimization via quantum Zeno dynamics,article,Herman2023,,2399-3650,,,,,,18,,,,
https://arxiv.org/abs/2308.07865,https://doi.org/10.48550/arXiv.2308.07865,,,,,8,2023,,Carys Harvey and Richie Yeung and Konstantinos Meichanetzidis,Sequence Processing with Quantum Tensor Networks,article,harvey2023sequence,,,,,,,,,quant-ph,arXiv,2308.07865,
https://arxiv.org/abs/2308.02342,https://doi.org/10.48550/arXiv.2308.02342,,,,,8,2023,,Ruslan Shaydulin and Changhao Li and Shouvanik Chakrabarti and Matthew DeCross and Dylan Herman and Niraj Kumar and Jeffrey Larson and Danylo Lykov and Pierre Minssen and Yue Sun and Yuri Alexeev and Joan M. Dreiling and John P. Gaebler and Thomas M. Gatterman and Justin A. Gerber and Kevin Gilmore and Dan Gresh and Nathan Hewitt and Chandler V. Horst and Shaohan Hu and Jacob Johansen and Mitchell Matheny and Tanner Mengle and Michael Mills and Steven A. Moses and Brian Neyenhuis and Peter Siegfried and Romina Yalovetzky and Marco Pistoia,Evidence of Scaling Advantage for the Quantum Approximate Optimization Algorithm on a Classically Intractable Problem,article,shaydulin2023evidence,,,,,,,,,quant-ph,arXiv,2308.02342,
https://doi.org/10.1038/s42005-023-01331-9,10.1038/s42005-023-01331-9,,219,1,6,8,2023,Communications Physics,"Herman, Dylan and Shaydulin, Ruslan and Sun, Yue and Chakrabarti, Shouvanik and Hu, Shaohan and Minssen, Pierre and Rattew, Arthur and Yalovetzky, Romina and Pistoia, Marco",Constrained optimization via quantum Zeno dynamics,article,Herman2023,,2399-3650,,,,,,18,,,,
https://link.aps.org/doi/10.1103/PRXQuantum.4.030334,10.1103/PRXQuantum.4.030334,American Physical Society,030334,,4,9,2023,PRX Quantum,"Anand, Sajant and Hauschild, Johannes and Zhang, Yuxuan and Potter, Andrew C. and Zaletel, Michael P.",Holographic Quantum Simulation of Entanglement Renormalization Circuits,article,PRXQuantum.4.030334,,,,,12,3,,,,,,
https://doi.org/10.1038/s41534-023-00762-0,10.1038/s41534-023-00762-0,,93,1,9,9,2023,npj Quantum Information,"Kikuchi, Yuta and Mc Keever, Conor and Coopmans, Luuk and Lubasch, Michael and Benedetti, Marcello",Realization of quantum signal processing on a noisy quantum computer,article,Kikuchi2023,,2056-6387,,,,,,23,,,,
https://doi.org/10.22331/q-2023-09-26-1121,10.22331/q-2023-09-26-1121,"{Verein zur F{\""{o}}rderung des Open Access Publizierens in den Quantenwissenschaften}",1121,,7,9,2023,Quantum,"Tate, Reuben and Moondra, Jai and Gard, Bryan and Mohler, Greg and Gupta, Swati",Warm-{S}tarted {QAOA} with {C}ustom {M}ixers {P}rovably {C}onverges and {C}omputationally {B}eats {G}oemans-{W}illiamson's {M}ax-{C}ut at {L}ow {C}ircuit {D}epths,article,Tate2023warmstartedqaoa,,2521-327X,,,,,,,,,,
https://doi.org/10.22331%2Fq-2023-10-12-1138,10.22331/q-2023-10-12-1138,Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften,1138,,7,10,2023,Quantum,Illya Shapoval and Vincent Paul Su and Wibe de Jong and Miro Urbanek and Brian Swingle,Towards Quantum Gravity in the Lab on Quantum Processors,article,Shapoval_2023,,,,,,,,,,,,
https://doi.org/10.1088%2F2058-9565%2Facfc62,10.1088/2058-9565/acfc62,IOP Publishing,015002,1,9,10,2023,Quantum Science and Technology,Mudassir Moosa and Thomas W Watts and Yiyou Chen and Abhijat Sarma and Peter L McMahon,Linear-depth quantum circuits for loading Fourier approximations of arbitrary functions,article,Moosa_2023,,,,,,,,,,,,
https://doi.org/10.22331/q-2023-10-12-1138,10.22331/q-2023-10-12-1138,"{Verein zur F{\""{o}}rderung des Open Access Publizierens in den Quantenwissenschaften}",1138,,7,10,2023,{Quantum},"Shapoval, Illya and Su, Vincent Paul and Jong, Wibe de and Urbanek, Miro and Swingle, Brian",Towards {Q}uantum {G}ravity in the {L}ab on {Q}uantum {P}rocessors,article,Shapoval2023towardsquantum,,2521-327X,,,,,,,,,,
https://arxiv.org/abs/2311.00058,https://doi.org/10.48550/arXiv.2311.00058,,,,,11,2023,,Utkarsh Agrawal and Javier Lopez-Piqueres and Romain Vasseur and Sarang Gopalakrishnan and Andrew C. Potter,Observing quantum measurement collapse as a learnability phase transition,article,agrawal2023observing,,,,,,,,,quant-ph,arXiv,2311.00058,
https://arxiv.org/abs/2401.02207,https://doi.org/10.48550/arXiv.2401.02207,,,,,1,2024,,Etienne Granet and Henrik Dreyer,A noise-limiting quantum algorithm using mid-circuit measurements for dynamical correlations at infinite temperature,article,granet2024noiselimiting,,,,,,,,,quant-ph,arXiv,2401.02207,
https://arxiv.org/abs/2401.03015,https://doi.org/10.48550/arXiv.2401.03015,,,,,1,2024,,Aaron Szasz and Ed Younis and Wibe Albert de Jong,Ground state energy and magnetization curve of a frustrated magnetic system from real-time evolution on a digital quantum processor,article,szasz2024ground,,,,,,,,,quant-ph,arXiv,2401.03015,
https://arxiv.org/abs/2401.13793,https://doi.org/10.48550/arXiv.2401.13793,,,,,1,2024,,Aliza U. Siddiqui and Kaitlin Gili and Chris Ballance,Stressing Out Modern Quantum Hardware: Performance Evaluation and Execution Insights,article,siddiqui2024stressing,,,,,,,,,quant-ph,arXiv,2401.13793,
https://arxiv.org/abs/2401.03015,https://doi.org/10.48550/arXiv.2401.03015,,,,,1,2024,,Aaron Szasz and Ed Younis and Wibe Albert de Jong,Ground state energy and magnetization curve of a frustrated magnetic system from real-time evolution on a digital quantum processor,article,szasz2024ground,,,,,,,,,quant-ph,arXiv,2401.03015,
https://arxiv.org/abs/2402.04221,https://doi.org/10.48550/arXiv.2402.04221,,,,,1,2024,,Francesco Turro and Xiaojun Yao,Classical and Quantum Computing of Shear Viscosity for $2+1D$ SU(2) Gauge Theory,misc,turro2024classical,,,,,,,,,hep-lat,arXiv,2402.04221,
https://arxiv.org/abs/2402.00840,https://doi.org/10.48550/arXiv.2402.00840,,,,,2,2024,,Zohreh Davoudi and Chung-Chun Hsieh and Saurabh V. Kadam,Scattering wave packets of hadrons in gauge theories: Preparation on a quantum computer,article,davoudi2024scattering,,,,,,,,,quant-ph,arXiv,2402.00840,
https://arxiv.org/abs/2402.13960,https://doi.org/10.48550/arXiv.2402.13960,,,,,2,2024,,Shuo Sun and Chandan Kumar and Kevin Shen and Elvira Shishenina and Christian B. Mendl,Evaluating Ground State Energies of Chemical Systems with Low-Depth Quantum Circuits and High Accuracy,article,sun2024evaluating,,,,,,,,,quant-ph,arXiv,2402.13960,
https://arxiv.org/abs/2404.14299,https://doi.org/10.48550/arXiv.2404.14299,,,,,4,2024,,Elaine Wong and Vicente Leyton Ortega and Daniel Claudino and Seth Johnson and Sharmin Afrose and Meenambika Gowrishankar and Anthony M. Cabrera and Travis S. Humble,A Cross-Platform Execution Engine for the Quantum Intermediate Representation,article,wong2024crossplatform,,,,,,,,,quant-ph,arXiv,2404.14299,
https://arxiv.org/abs/2405.09169,https://doi.org/10.48550/arXiv.2405.09169,,,,,5,2024,,J. A. Montanez-Barrera and Kristel Michielsen,Towards a universal QAOA protocol: Evidence of quantum advantage in solving combinatorial optimization problems,article,montanezbarrera2024universal,,,,,,,,,quant-ph,arXiv,2405.09169,
https://arxiv.org/abs/2406.05294,https://doi.org/10.48550/arXiv.2406.05294,,,,,6,2024,,Bhaskar Gaur and Travis S. Humble and Himanshu Thapliyal,Residue Number System (RNS) based Distributed Quantum Addition,article,gaur2024residuenumberrnsbased,,,,,,,,,quant-ph,arXiv,2406.05294,
